item_id,source_item_id,source_row,title,riddle_text,solution_text,target_word,network_target_word,network_target_aliases,mechanism_type,mechanism_summary,surface_misdirection,hidden_premise,anchor_candidates,cue_candidates,anchor_word,cue_word,target_anchor_bin,target_cue_bin,target_anchor_distance,target_cue_distance,target_anchor_prob,target_cue_prob,target_in_embedding,anchor_in_embedding,cue_in_embedding,target_kappa,target_theta,anchor_kappa,anchor_theta,cue_kappa,cue_theta,semantic_ready,quality_ready,quality_score,semantic_model_fit_score,known_story_risk,unsafe_content_flag,surface_leakage_risk,fantasy_flag,gore_flag,extreme_gore_flag,recommended_for_first_pass,recommended_for_stage1,recommended_for_stage2,source_url,license_note,difficulty_raw,difficulty_numeric,manual_keep,manual_comment,suggested_stage,ethics_filter_version,stage1_design_version,original_suggested_stage,target_cue_score_mean,anchor_cue_distance,anchor_cue_prob_mean,anchor_cue_score_mean,stage1_anchor_relation_goal,stage1_cue_selection_relaxed
spx_0931,splat_0931,930,智者比尔巴尔,阿克巴皇帝统治印度时，宫廷中有九位智者，其中比尔巴尔以机智著称。一次，皇帝想考验比尔巴尔，便命人在花园池塘里藏了比朝臣人数少一个的鸡蛋。第二天，皇帝让朝臣们依次去池塘找鸡蛋，每个人都找到了一个。最后轮到比尔巴尔时，池塘里已经没有鸡蛋了。比尔巴尔该如何避免当众出丑？,比尔巴尔像公鸡一样啼叫着走进宫廷，说：“我是一只公鸡，公鸡是不会下蛋的。”皇帝意识到无法羞辱比尔巴尔，反而更加敬重他。,公鸡,公鸡,,role_reversal,Role reversal allows for clever evasion of embarrassment.,Each wise man must find an egg in the pond.,"A rooster does not lay eggs, thus avoiding the need to find one.",鸡蛋,聪明|欺骗|身份|幽默|机智|权威|尊重,鸡蛋,机智,near,far,28.478795535168903,750.7827540689755,0.0240415866893835,0.0006604719007401,True,True,True,80.9156,3.77723,298.339,3.53628,117.252,6.27372,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,7/10 HARD,7,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,,,,,,
spx_0379,splat_0379,378,小房子,我有一座小房子，独自住在里面。房子没有门也没有窗。如果我想出去，就必须打破墙壁。我是什么？,蛋壳里的小鸡。小鸡在蛋壳里，蛋壳没有门和窗，小鸡要出来必须啄破蛋壳。,蛋,蛋,,hidden_rule,A creature is trapped inside a shell and must break it to escape.,The house is a physical structure that requires a door or window to exit.,"The 'house' is a metaphor for an egg, which has no openings.",房子,小鸡|壳|打破|逃脱|里面|被困,房子,里面,near,mid,38.35539797384784,231.2574552530803,0.0174145256869888,0.0024245665532648,True,True,True,147.111,3.73977,805.362,2.1471,129.576,2.19477,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,4/10 MEDIUM,4,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0082,splat_0082,81,迷失,杰克带着指南针去旅行。走了很长一段路后，他停下来吃了一个三明治。之后他再也找不到回去的路了。,杰克是一位在北极附近工作的科学家。他朝北走，正好在北极点停下来吃三明治。当他试图回家时，指南针失效了，因为所有方向都指向南。,北极,北极,,physical_constraint,The compass fails at the North Pole because all directions point south.,Jack is lost because he cannot find his way back after eating a sandwich.,"Jack is at the North Pole, where the compass does not function as expected.",指南针,方向|导航|位置|旅行|三明治|科学家|失效,指南针,导航,mid,far,278.7782959583465,663.7615148319628,0.0019727734832808,0.0007567934747291,True,True,True,82.5733,3.19409,95.5525,2.42318,77.9044,1.69759,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,4/10 MEDIUM,4,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0887,splat_0887,886,深夜的喇叭声,一名男子深夜离开汽车旅馆房间，走到自己的车旁，按了一下喇叭，然后返回房间。为什么？,男子半夜去车里取东西，回来时忘了自己住哪个房间。他的妻子是聋子，听不到喇叭声，所以他按响汽车喇叭，吵醒了其他旅客。被吵醒的旅客纷纷开灯查看，男子看到唯一没有亮灯的房间，就知道那是自己的房间，于是返回。,识别,识别,,social_script_violation,Using a car horn to identify a hotel room by the absence of light.,The man honks the horn to signal his wife.,"The man's wife is deaf, so he uses the horn to wake other guests for help.",喇叭,旅馆|房间|灯光|聋子|旅客|信号|取回|叫醒,喇叭,旅馆,near,mid,71.38105506285065,194.8665327575008,0.00883849343141,0.0029284867219673,True,True,True,106.4,1.39992,152.757,1.80654,110.485,2.20279,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,6/10 MEDIUM,6,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0553,splat_0553,552,抛脸,约翰把男人的脸放在手里。然后他问朋友想要什么。接着他把男人的脸高高抛向空中。然后约翰庆祝胜利。这是怎么回事？,约翰在抛一枚硬币。“那个男人”指的是硬币上的亚伯拉罕·林肯头像。,硬币,硬币,,perspective_shift,The face refers to a coin with a portrait.,John is holding and throwing a man's actual face.,"The 'man' is a representation on a coin, specifically Abraham Lincoln.",脸,肖像|抛|庆祝|胜利|掷硬币|钱|亚伯拉罕·林肯,脸,庆祝,near,mid,77.26830172318003,243.17643366507372,0.0081028761198567,0.0022937984597095,True,True,True,148.003,1.60789,617.622,4.08336,160.524,3.63275,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,4/10 MEDIUM,4,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0531,splat_0531,530,不再去海滩的人,一个男人自从海滩今年开放以来，每天都去那里。有一天，他不再来了。他再也没有去过那个海滩，尽管他真的很喜欢它。为什么他不再去他心爱的海滩了？,他当时在度假。他特意预订了海滩开放的第一周入住，假期结束后就离开了。他再也没有在那里度过假。,假期,假期,,temporal_misdirection,The man was on vacation and left after his holiday ended.,The man stopped going to the beach for an unknown reason.,The man only visited the beach during his vacation and has since returned home.,海滩,旅行|离开|享受|缺席|日程|返回|时间|假期,海滩,日期,near,low,2.131397758746927,153.90907353330732,0.3021932746571515,0.00038112740470365913,True,True,True,209.764,2.67745,189.794,2.70719,172.11,0.730009,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,4/10 MEDIUM,4,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,43.0,172.7009873082219,0.003345450047329623,59.0,near,False
spx_0229,splat_0229,228,箱子,一小队冒险者发现了一个隐藏的房间并走了进去。房间中央有一个旧箱子，房间大小为6米乘6米。房间里只有这个箱子。房间的墙壁上画着四幅动物画，每幅画场景不同。地板和天花板都是大理石制成的。房间里覆盖着薄薄的一层灰尘。那些画看起来栩栩如生，让你脖子后面的汗毛都竖了起来。门对面的墙上画着一只金色的狮子，它站在一片草地上，祖母绿的眼睛似乎正盯着门口。狮子左边的墙上有一条黑曜石蛇，蛇眼是红宝石的，看起来随时都会发起攻击。门左边的墙上是一只白色的狼，它蹲伏着，仿佛在等待最佳的攻击时机。狼的眼睛是翡翠色的，很小，看起来饥饿无比。门右边的墙上是一只象牙色的鸽子，在明亮清澈的天空中飞翔。鸽子看起来平静而安详。箱子长3米，宽1.5米，箱子上镶有金银，并嵌有几颗宝石。箱子顶部刻着一些文字：要打开我，你必须选择。选错了，你就会输。它们会活过来，发起攻击。选我，我不会战斗。我会带来和平，而非纷争。冒险者们应该选择哪一个：狮子、蛇、鸽子还是狼？（一旦你选择了，触摸那幅画，箱子就会打开。）,鸽子。在大多数文化中，鸽子是和平的象征。,鸽子,鸽子,,category_shift,The choice of the peaceful symbol leads to the solution.,Choosing any animal will lead to danger.,The dove represents peace and safety.,狮子,和平|危险|选择|象征|攻击|安全|动物,狮子,安全,near,high,25.313651650164573,42.94800265952278,0.0272957445163374,0.015398793958119175,True,True,True,156.854,3.76969,184.644,4.02664,968.09,1.484,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,2/10 EASY,2,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,70.0,40.58550147190121,0.016376756382161448,70.0,near,False
spx_0689,splat_0689,688,沙滩上的脚印,一个晴朗的日子，两个朋友去沙滩散步。他们分别叫约翰和乔，每周至少一起外出一次。休息时，约翰在一棵棕榈树下睡着了，身后留下了两串脚印。当他醒来时，他发现自己仍然在一棵棕榈树下，但身后只有一串脚印。他立刻明白了怎么回事，起身走向站在不远处的朋友，一起去喝咖啡吃蛋糕。请问发生了什么？,乔抱着约翰沿着沙滩走了一段路，把他放在自家附近的另一棵棕榈树下。这样约翰醒来时，他们就可以像往常一样一起喝咖啡吃蛋糕了。,抱,抱,,role_reversal,One friend carries the other while walking.,John walked alone and left two sets of footprints.,Joe carried John to a different palm tree.,脚印,友谊|沙滩|棕榈树|咖啡|蛋糕|走路|睡觉,脚印,棕榈树,mid,far,456.7283147050454,806.2875562854539,0.0011437914374182,0.000610410459677,True,True,True,82.3749,4.55591,117.511,3.0064,67.2288,2.99095,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,5/10 MEDIUM,5,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0209,splat_0209,208,钉子,一个女人在搭建鸟屋。她准备了恰好够用的钉子，没有多余的。钉钉子时，她弄断了一根钉子，但鸟屋还是顺利完工了。为什么？,她弄断的是自己的手指甲，不是铁钉。,指甲,指甲,,hidden_rule,The woman broke her fingernail instead of a nail.,The woman broke one of the nails she was using for the birdhouse.,"The broken item was her fingernail, not a metal nail.",钉子,鸟屋|搭建|断裂|工具|木头|手指|完成,钉子,疏离,mid,mid,407.75519686197185,456.9289991446393,0.001296439962311,0.0011432365597664638,True,True,True,108.569,3.68748,94.949,2.21429,83.5937,5.1409,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,1/10 EASY,1,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,51.0,1052.0536422970083,0.000454895899797738,44.0,far,False
spx_0771,splat_0771,770,笨拙的牌手,在一个寒冷的夜晚，四个人在打牌。一个笨拙的人出了一张牌，另一个人立刻跳起来开始脱衣服。为什么？,当那个笨拙的人出牌时，他打翻了一杯热咖啡。热饮泼到了另一个玩家身上，她立刻跳起来开始脱衣服。,咖啡,咖啡,,physical_constraint,A spilled hot drink causes a sudden reaction.,The card played triggered an emotional response.,The clumsy player spilled hot coffee on another player.,牌,反应|溅|热|衣服|惊讶|游戏|夜晚|玩家,牌,惊讶,mid,high,331.28628701033665,99.08465393959504,0.0016306076089064,0.006166657794875418,True,True,True,293.293,3.38191,56.0774,1.47225,162.279,5.03476,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,6/10 MEDIUM,6,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,63.0,853.0284149012526,0.0005735538015410871,46.0,far,False
spx_0283,splat_0283,282,婚礼消息,巴布挂断电话后喊道：“我爸和我姐要结婚了！”他看起来很高兴。为什么他不为这个婚礼计划感到难过？,巴布的父亲（丧偶）要和他的长期女友结婚，而巴布的姐姐刚刚和她的男朋友订婚，并不是父亲和姐姐要结婚。巴布高兴是因为两件喜事同时发生。,庆祝,庆祝,,social_script_violation,simultaneous happy events,Bob's father and sister are getting married to each other,Bob's father is marrying his long-term girlfriend while his sister is engaged to her boyfriend,婚礼,快乐|订婚|家庭|幸福|消息|仪式,婚礼,祝福,near,low,62.55887518377048,180.66880986462823,0.0102125405757784,0.0003192343650513395,True,True,True,160.524,3.63275,236.002,4.46338,145.407,5.11074,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,3/10 EASY,3,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,42.0,53.82472738242406,0.0012169765091788042,51.0,far,False
spx_0944,splat_0944,943,海与火山,一个人被放在一个陌生的地方，迷路了。他只能看到许多海和火山。几小时后，他发现自己和其他人在一起，正在回家。他在哪里？为什么？,这个人是一名在月球上的宇航员。他看到的“海”是月海，即月球表面的暗色区域，如静海、澄海等。月球上也有火山（虽然已休眠）。他探索月球后，与其他宇航员一起返回航天飞机，然后回到地球（家）。,月球,月球,,perspective_shift,The interpretation of familiar terms in an unfamiliar context leads to a misunderstanding.,"The person is on Earth, surrounded by oceans and volcanoes.","The person is on the Moon, where 'seas' refer to lunar maria and there are dormant volcanoes.",海,宇航员|月球|海|火山|太空|探索|暗色表面,海,探索,near,mid,22.59581977486287,302.7600006184582,0.030836055068341,0.0018010225819127,True,True,True,105.942,1.96031,660.159,2.51418,161.252,0.147573,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,7/10 HARD,7,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,,,,,,
spx_0561,splat_0561,560,奇怪的睡眠,上周我去拜访朋友。他说，太阳下山后他就去睡觉了，但在太阳再次升起前，他至少起床了180次。不过，他每次连续睡眠都至少7小时。这是怎么回事？,他住在南极。在南极的冬天，太阳会连续六个月不升起。所以，他所说的“日落”到“日出”实际上相隔几个月，他在这段时间里多次睡觉和起床，每次睡足7小时。,南极,南极,,temporal_misdirection,The perception of day and night is altered by extreme geographical conditions.,The friend sleeps at night and wakes up during the day.,"In Antarctica, there are extended periods without sunrise or sunset.",日落,极夜|睡眠周期|地理|时区|季节|黑暗|持续时间|极端条件,日落,时区,near,mid,72.85070241469427,474.6791688485579,0.008643233470322,0.0010961079752611453,True,True,True,74.0451,2.47079,111.141,2.68091,59.451,1.73844,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,5/10 MEDIUM,5,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,51.0,406.9781059180684,0.0012991741276398307,52.0,far,False
spx_0609,splat_0609,608,两个名字,一个女人走进一栋办公楼，看着保安说她的名字是珍妮。第二天，她走进同一栋楼，看着同一个保安说她的名字是朱莉。这是怎么回事？,这个女人患有分离性身份障碍（多重人格障碍）。由于创伤经历带来的巨大痛苦，她分裂出了另一个人格来应对。珍妮和朱莉是她的两个人格。,身份,身份,,hidden_rule,The woman has dissociative identity disorder with two distinct personalities.,The woman is using two different names for unknown reasons.,The woman has multiple personalities that she identifies as different names.,名字,人格|障碍|创伤|身份危机|多重|心理学,名字,创伤,near,mid,23.592373007143603,463.7990092001148,0.0294412374529709,0.0011245458748902,True,True,True,212.494,0.58531,265.071,1.05105,77.643,4.1866,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,5/10 MEDIUM,5,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0819,splat_0819,818,相遇,两个最好的朋友很久没见，终于相遇了。他们既不盲也不聋，而且都能说话。然而，他们却没有和对方说话。为什么？,因为他们正在潜水，戴着呼吸器，无法在水下说话。,潜水,潜水,,physical_constraint,Communication is hindered by the environment.,The friends are unable to communicate due to personal issues.,They are underwater and cannot speak due to scuba gear.,朋友,水下|潜水器|呼吸|沉默|交流|环境|相遇,朋友,盼望,near,low,52.18809096063723,952.1966048441401,0.0124508655637246,0.0005079071279081627,True,True,True,89.5382,2.41456,1829.86,5.41138,96.6797,5.80884,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,6/10 MEDIUM,6,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,45.0,6.410283630259077,0.012652976106942394,68.0,near,False
spx_0150,splat_0150,149,支票背面,一名男子在餐厅吃完午餐，服务员拿来账单。他开了一张支票，金额正确，但突然把支票翻过来，在背面写了几句话，作为对餐厅老板的祝贺。这是为什么？,这名男子是著名画家萨尔瓦多·达利。他凭借自己的名声，确信餐厅老板不会兑现他亲笔签名的支票，因为老板知道这张签名支票将来会值更多钱。所以达利实际上没有付钱，省下了账单。,签名,签名,,social_script_violation,The artist uses his signature's future value to avoid payment.,The man is simply paying for his meal.,The man is a famous artist who believes his signature will be worth more than the bill.,账单,艺术家|著名|付款|价值|餐厅,账单,通知,near,high,91.10210131784343,74.74346542826365,0.0067628240256354,0.008403549127046656,True,True,True,92.1679,0.973976,104.814,1.28243,162.384,0.58191,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,8/10 HARD,8,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,65.0,117.4343055912437,0.005115763564987563,62.0,near,False
spx_0591,splat_0591,590,失去的好事,一天，哈利去拜访他的朋友哈罗德。在拜访中，哈利发现自己失去了一样伴随他多年的东西。奇怪的是，他很高兴失去了它，而且他知道即使去找也找不到。哈利失去了什么？,体重。哈罗德是哈利的医生，也是他的朋友。哈利很高兴自己减掉了多年来一直有的体重。,体重,体重,,perspective_shift,The twist involves a positive loss related to health.,Harry lost something valuable and is upset about it.,"Harry lost weight, which he views positively.",失去,健康|医生|快乐|友谊|变化|获得|损失|拜访,失去,获得,near,mid,54.48095705467638,205.47824844472973,0.0118795777733892,0.0027621658635445,True,True,True,197.454,3.78661,348.73,5.10142,187.644,0.171693,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,5/10 MEDIUM,5,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0832,splat_0832,831,幸运13,有一匹赛马名叫幸运13，它从未赢过比赛。但有一天，这匹马以很大的优势赢得了比赛。如果骑师不说出真相，没人会知道它是怎么赢的。请问这匹马是怎么赢的？,比赛当天有浓雾，幸运13并没有真正跑完赛道，而是直接走到终点线附近等待。当雾散去时，观众和裁判都以为它已经完成了比赛，于是宣布它获胜。,雾,雾,,temporal_misdirection,The horse won by not actually running the race due to fog.,The horse must have run the race to win.,The visibility was so poor that the horse could wait near the finish line without being noticed.,比赛,能见度|终点线|雾天|观众|裁判|等待|假设,比赛,裁判,near,far,92.2563649049951,635.0885941501244,0.0066699415265167,0.0007946364088513,True,True,True,154.371,3.08633,552.813,0.327002,85.999,0.131337,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,6/10 MEDIUM,6,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0240,splat_0240,239,推不开的门,秀明正要离开房间，他用力推门，却推不开。他又使劲撞门，门还是纹丝不动。这时，他看到了某样东西，笑了起来，然后轻松地离开了房间。他看到了什么？他是怎么出去的？,他看到门上写着“拉”，于是改为拉门，门就开了。他笑自己一开始没注意到。,拉,拉,,hidden_rule,realizing the correct action to open the door,the door can only be pushed to open,the door requires pulling to open,推,门|动作|打开|方向|标志|解决方案,推,打开,mid,mid,499.39567356961135,254.31715588829243,0.0010363382315461,0.0021831833036403477,True,True,True,90.282,2.69576,76.5687,3.90569,162.646,1.38693,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,2/10 EASY,2,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,56.0,577.0708041754575,0.0008833617711369798,49.0,far,False
spx_0898,splat_0898,897,睡了一觉就出国？,享用了一顿美味的葡萄酒和奶酪后，林普尔靠着一棵树小憩。当他醒来时，他发现自己在一个完全不同的国家！这怎么可能？,林普尔是阿尔萨斯-洛林地区的居民。该地区历史上多次在德国和法国之间易手。二战结束后，它正式归属法国。林普尔在德国一侧睡着了，醒来时发现自己已经进入了法国一侧——因为边界就在他睡觉的树附近，而他恰好睡过了边界。,边界,边界,,physical_constraint,A person unknowingly crosses a border while sleeping.,The character has traveled to a different country while asleep.,The border between Germany and France is near where the character slept.,国家,睡觉|树|葡萄酒|奶酪|醒来|旅行|穿越|位置,国家,葡萄酒,near,far,8.208969934669023,539.4355974715077,0.0888267894290904,0.0009516963353123,True,True,True,137.981,1.49784,1158.44,1.03796,82.0639,3.63863,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,6/10 MEDIUM,6,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,,,,,,
spx_0384,splat_0384,383,来回驾驶,一名男子和一位女士在一条笔直的私人道路上开车。男子一直开到路尽头。然后他们交换位置，女士把车调头，男子再直开回去。他们重复了好几次。他们为什么这样做？,这位女士正在给男子上驾驶课。由于他们在私人道路上，可以来回开。,驾驶,驾驶,,social_script_violation,Driving lessons on a private road.,They are simply driving back and forth for no reason.,The woman is teaching the man how to drive.,道路,课程|教学|练习|转弯|私人|重复|指导,道路,课程,near,high,0.8632893194820662,106.71937892732036,0.5405518449903111,0.0056834508540360784,True,True,True,108.663,1.69553,387.497,1.68279,214.782,0.822587,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,4/10 MEDIUM,4,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,63.0,29.489791475164516,0.023152870888804456,73.0,near,False
